Product_ID,Brand_ID,Generic_ID,Company_ID,Strength,Unit_Size,MRP,Status
PROD000355,BRD000459,GEN000459,COMP000001,Standard,20 gm,27.23,Active
PROD000356,BRD000461,GEN000461,COMP000001,Standard,20 gm,16.5,Active
PROD000357,BRD000462,GEN000462,COMP000001,Standard,30 GM,32.81,Active
PROD000358,BRD000463,GEN000463,COMP000001,Standard,5 gm,51.57,Active
PROD000359,BRD000465,GEN000465,COMP000001,Standard,10's,22.69,Active
PROD000360,BRD000466,GEN000466,COMP000001,Standard,10's,176.66,Active
PROD000361,BRD000467,GEN000467,COMP000001,Standard,10's,13.62,Active
PROD000362,BRD000468,GEN000468,COMP000001,Standard,5 ML,14.06,Active
PROD000363,BRD000471,GEN000471,COMP000001,Standard,200 ML,47.44,Active
PROD000364,BRD000472,GEN000472,COMP000001,Standard,10's,22.69,Active
PROD000365,BRD000473,GEN000473,COMP000001,Standard,10's,56.72,Active
PROD000366,BRD000474,GEN000474,COMP000001,Standard,30's,21.56,Active
PROD000367,BRD000475,GEN000475,COMP000001,Standard,200 ml,72.19,Active
PROD000368,BRD000476,GEN000476,COMP000001,Standard,170 ml Bottle,58.78,Active
PROD000369,BRD000477,GEN000477,COMP000001,Standard,10's,8.44,Active
PROD000370,BRD000478,GEN000478,COMP000001,Standard,10's,10.31,Active
PROD000371,BRD000479,GEN000479,COMP000001,Standard,200 ML,37.5,Active
PROD000372,BRD000480,GEN000480,COMP000001,Standard,10's,68.07,Active
PROD000373,BRD000481,GEN000481,COMP000001,Standard,10's,121.88,Active
PROD000374,BRD000482,GEN000482,COMP000001,Standard,10's,37.13,Active
PROD000375,BRD000483,GEN000483,COMP000001,Standard,10's,7.22,Active
PROD000376,BRD000484,GEN000484,COMP000001,Standard,10's,21.55,Active
PROD000377,BRD000485,GEN000485,COMP000001,Standard,10's,6.56,Active
PROD000378,BRD000486,GEN000486,COMP000001,Standard,10's,51.56,Active
PROD000379,BRD000487,GEN000487,COMP000001,Standard,30 ML,15.94,Active
PROD000380,BRD000488,GEN000488,COMP000001,Standard,10's,18.75,Active
PROD000381,BRD000489,GEN000489,COMP000001,Standard,10's,72.19,Active
PROD000382,BRD000491,GEN000491,COMP000001,Standard,10's,33.75,Active
PROD000383,BRD000492,GEN000492,COMP000001,Standard,10's,25.36,Active
PROD000384,BRD000496,GEN000496,COMP000001,Standard,10's,328.13,Active
PROD000385,BRD000497,GEN000497,COMP000001,Standard,1's,69.38,Active
PROD000386,BRD000498,GEN000498,COMP000001,Standard,10's,23.83,Active
PROD000387,BRD000499,GEN000499,COMP000001,Standard,10's,13.13,Active
PROD000388,BRD000500,GEN000500,COMP000001,Standard,100's,60.0,Active
PROD000389,BRD000501,GEN000501,COMP000001,Standard,20's,8.25,Active
PROD000390,BRD000502,GEN000502,COMP000001,Standard,6's,14.75,Active
PROD000391,BRD000503,GEN000503,COMP000001,Standard,Vial & Wfi,297.19,Active
PROD000392,BRD000504,GEN000504,COMP000001,Standard,1 ML,18.75,Active
PROD000393,BRD000505,GEN000505,COMP000001,Standard,100's,72.19,Active
PROD000394,BRD000507,GEN000507,COMP000001,Standard,10's,10.31,Active
PROD000395,BRD000508,GEN000508,COMP000001,Standard,10's,69.83,Active
PROD000396,BRD000509,GEN000509,COMP000001,Standard,10's,34.18,Active
PROD000397,BRD000510,GEN000510,COMP000001,Standard,10's,13.62,Active
PROD000398,BRD000511,GEN000511,COMP000001,Standard,15's,15.47,Active
PROD000399,BRD000512,GEN000512,COMP000001,Standard,10's,19.59,Active
PROD000400,BRD000513,GEN000513,COMP000001,Standard,10's,8.44,Active
PROD000401,BRD000514,GEN000514,COMP000001,Standard,20's,51.57,Active
PROD000402,BRD000515,GEN000515,COMP000001,Standard,60 ml,16.88,Active
PROD000403,BRD000516,GEN000516,COMP000001,Standard,10's,18.75,Active
PROD000404,BRD000517,GEN000517,COMP000001,Standard,10's,51.57,Active
PROD000405,BRD000518,GEN000518,COMP000001,Standard,10's,12.1,Active
PROD000406,BRD000519,GEN000519,COMP000001,Standard,10's,9.38,Active
PROD000407,BRD000521,GEN000521,COMP000001,Standard,10's,32.81,Active
PROD000408,BRD000522,GEN000522,COMP000001,Standard,10's,20.63,Active
PROD000409,BRD000523,GEN000523,COMP000001,Standard,15's,45.0,Active
PROD000410,BRD000525,GEN000525,COMP000001,Standard,30 GM,24.75,Active
PROD000411,BRD000528,GEN000528,COMP000001,Standard,10's,22.69,Active
PROD000412,BRD000529,GEN000529,COMP000001,Standard,3 ml,9.28,Active
PROD000413,BRD000530,GEN000530,COMP000001,Standard,30's,79.69,Active
PROD000414,BRD000532,GEN000532,COMP000001,Standard,30's,112.5,Active
PROD000415,BRD000537,GEN000537,COMP000001,Standard,100 ml Bottle,21.56,Active
PROD000416,BRD000539,GEN000539,COMP000001,Standard,10's,30.0,Active
PROD000417,BRD000540,GEN000540,COMP000001,Standard,2 ML,25.78,Active
PROD000418,BRD000541,GEN000541,COMP000001,Standard,10's,22.69,Active
PROD000419,BRD000542,GEN000542,COMP000001,Standard,20 ml,11.25,Active
PROD000420,BRD000543,GEN000543,COMP000001,Standard,10's,23.44,Active
PROD000421,BRD000544,GEN000544,COMP000001,Standard,2 ML,15.94,Active
PROD000422,BRD000555,GEN000555,COMP000001,Standard,10's,17.53,Active
PROD000423,BRD000556,GEN000556,COMP000001,Standard,10's,45.38,Active
PROD000424,BRD000558,GEN000558,COMP000001,Standard,70 MD,178.13,Active
PROD000425,BRD000560,GEN000560,COMP000001,Standard,100 MD,75.0,Active
PROD000426,BRD000561,GEN000561,COMP000001,Standard,100 ML,12.38,Active
PROD000427,BRD000562,GEN000562,COMP000001,Standard,10's,9.38,Active
PROD000428,BRD000563,GEN000563,COMP000001,Standard,10 ML,15.88,Active
PROD000429,BRD000564,GEN000564,COMP000001,Standard,15's,70.31,Active
PROD000430,BRD000565,GEN000565,COMP000001,Standard,15's,140.63,Active
PROD000431,BRD000566,GEN000566,COMP000001,Standard,15 ML,26.25,Active
PROD000432,BRD000567,GEN000567,COMP000001,Standard,200 MDI,103.13,Active
PROD000433,BRD000568,GEN000568,COMP000001,Standard,100 MD,234.38,Active
PROD000434,BRD000569,GEN000569,COMP000001,Standard,4's,10.21,Active
PROD000435,BRD000570,GEN000570,COMP000001,Standard,4's,17.02,Active
PROD000436,BRD000571,GEN000571,COMP000001,Standard,15's,27.23,Active
PROD000437,BRD000574,GEN000574,COMP000001,Standard,1 ml vial with diluent in Mono pack,295.0,Active
PROD000438,BRD000580,GEN000580,COMP000001,Standard,10's,34.03,Active
PROD000439,BRD000581,GEN000581,COMP000001,Standard,10's,20.42,Active
PROD000440,BRD000582,GEN000582,COMP000001,Standard,200 ML,44.06,Active
PROD000441,BRD000583,GEN000583,COMP000001,Standard,10's,3.75,Active
PROD000442,BRD000585,GEN000585,COMP000001,Standard,1 Sachet,10.21,Active
PROD000443,BRD000586,GEN000586,COMP000001,Standard,10's,103.13,Active
PROD000444,BRD000588,GEN000588,COMP000001,Standard,10's,22.69,Active
PROD000445,BRD000589,GEN000589,COMP000001,Standard,15's,16.88,Active
PROD000446,BRD000591,GEN000591,COMP000001,Standard,1 ML,6.56,Active
PROD000447,BRD000592,GEN000592,COMP000001,Standard,200 ML,48.75,Active
PROD000448,BRD000593,GEN000593,COMP000001,Standard,10 ML,37.5,Active
PROD000449,BRD000594,GEN000594,COMP000001,Standard,75 gm,21.56,Active
PROD000450,BRD000595,GEN000595,COMP000001,Standard,3 ml,7.5,Active
PROD000451,BRD000597,GEN000597,COMP000001,Standard,10's,8.44,Active
PROD000452,BRD000598,GEN000598,COMP000001,Standard,10's,39.19,Active
PROD000453,BRD000599,GEN000599,COMP000001,Standard,10's,24.96,Active
PROD000454,BRD000601,GEN000601,COMP000001,Standard,4's,6.56,Active
PROD000455,BRD000603,GEN000603,COMP000001,Standard,10's,17.54,Active
PROD000456,BRD000608,GEN000608,COMP000001,Standard,20 gm,15.94,Active
PROD000457,BRD000609,GEN000609,COMP000001,Standard,15 Gms Tube,23.44,Active
PROD000458,BRD000610,GEN000610,COMP000001,Standard,60 ML,14.07,Active
PROD000459,BRD000611,GEN000611,COMP000001,Standard,200 ml,28.13,Active
PROD000460,BRD000612,GEN000612,COMP000001,Standard,10 gm Container,17.81,Active
PROD000461,BRD000613,GEN000613,COMP000001,Standard,10's,20.42,Active
PROD000462,BRD000614,GEN000614,COMP000001,Standard,10 ml,13.41,Active
PROD000463,BRD000625,GEN000625,COMP000001,Standard,15's,11.25,Active
PROD000464,BRD000626,GEN000626,COMP000001,Standard,100 ml Bottle,63.94,Active
PROD000465,BRD000627,GEN000627,COMP000001,Standard,10's,7.5,Active
PROD000466,BRD000628,GEN000628,COMP000001,Standard,10's,14.75,Active
PROD000467,BRD000629,GEN000629,COMP000001,Standard,10's,26.25,Active
PROD000468,BRD000630,GEN000630,COMP000001,Standard,170 ml Bottle,34.69,Active
PROD000469,BRD000631,GEN000631,COMP000001,Standard,10's,12.19,Active
PROD000470,BRD000632,GEN000632,COMP000001,Standard,10's,8.44,Active
PROD000471,BRD000633,GEN000633,COMP000001,Standard,15 gm tubes,30.0,Active
PROD000472,BRD000634,GEN000634,COMP000001,Standard,20 gms.,29.49,Active
PROD000473,BRD000637,GEN000637,COMP000001,Standard,10's,16.5,Active
PROD000474,BRD000639,GEN000639,COMP000001,Standard,100 ML,24.96,Active
PROD000475,BRD000640,GEN000640,COMP000001,Standard,20 gm Tube,15.0,Active
PROD000476,BRD000643,GEN000643,COMP000001,Standard,60 ml Bottle,16.88,Active
PROD000477,BRD000644,GEN000644,COMP000001,Standard,15 ml Bottle,18.75,Active
PROD000478,BRD000645,GEN000645,COMP000001,Standard,10's,18.75,Active
PROD000479,BRD000648,GEN000648,COMP000001,Standard,35 gm,56.72,Active
PROD000480,BRD000649,GEN000649,COMP000001,Standard,10 ml Bottle,10.31,Active
PROD000481,BRD000650,GEN000650,COMP000001,Standard,10's,15.94,Active
PROD000482,BRD000655,GEN000655,COMP000001,Standard,200 ml,45.0,Active
PROD000483,BRD000656,GEN000656,COMP000001,Standard,15 ml,16.88,Active
PROD000484,BRD000658,GEN000658,COMP000001,Standard,100 ML,12.38,Active
PROD000485,BRD000661,GEN000661,COMP000001,Standard,100 ml,51.56,Active
PROD000486,BRD000664,GEN000664,COMP000001,Standard,10 gm,15.47,Active
PROD000487,BRD000665,GEN000665,COMP000001,Standard,10's,17.53,Active
PROD000488,BRD000666,GEN000666,COMP000001,Standard,2 ML,3.75,Active
PROD000489,BRD000668,GEN000668,COMP000001,Standard,15 ml,16.88,Active
PROD000490,BRD000669,GEN000669,COMP000001,Standard,30 ML,61.88,Active
PROD000491,BRD000670,GEN000670,COMP000001,Standard,10's,51.05,Active
PROD000492,BRD000671,GEN000671,COMP000001,Standard,10's,51.56,Active
PROD000493,BRD000672,GEN000672,COMP000001,Standard,15 gm,16.88,Active
PROD000494,BRD000673,GEN000673,COMP000001,Standard,10's,31.88,Active
PROD000495,BRD000676,GEN000676,COMP000001,Standard,10 gm,45.94,Active
PROD000496,BRD000677,GEN000677,COMP000001,Standard,10's,10.31,Active
PROD000497,BRD000679,GEN000679,COMP000001,Standard,10's,15.94,Active
PROD000498,BRD000680,GEN000680,COMP000001,Standard,10's,41.25,Active
PROD000499,BRD000682,GEN000682,COMP000001,Standard,10's,20.63,Active
PROD000500,BRD000683,GEN000683,COMP000001,Standard,10's,37.5,Active
PROD000501,BRD000685,GEN000685,COMP000001,Standard,10's,46.88,Active
PROD000502,BRD000686,GEN000686,COMP000001,Standard,170 ml,39.38,Active
PROD000503,BRD000687,GEN000687,COMP000001,Standard,200 ml,132.0,Active
PROD000504,BRD000689,GEN000689,COMP000001,Standard,10's,14.06,Active
PROD000505,BRD000690,GEN000690,COMP000001,Standard,5 ml Vial,19.69,Active
PROD000506,BRD000691,GEN000691,COMP000001,Standard,10 ml,10.31,Active
PROD000507,BRD000692,GEN000692,COMP000001,Standard,10 ml Vial,42.19,Active
PROD000508,BRD000693,GEN000693,COMP000001,Standard,5 ml Vial,28.13,Active
PROD000509,BRD000696,GEN000696,COMP000001,Standard,5 ml,39.38,Active
PROD000510,BRD000697,GEN000697,COMP000001,Standard,10 ml,11.25,Active
PROD000511,BRD000699,GEN000699,COMP000001,Standard,5 gm,23.44,Active
PROD000512,BRD000701,GEN000701,COMP000001,Standard,10 ml Vial,0.0,Active
PROD000513,BRD000704,GEN000704,COMP000001,Standard,30 ml,17.81,Active
PROD000514,BRD000705,GEN000705,COMP000001,Standard,100 ML,33.75,Active
PROD000515,BRD000707,GEN000707,COMP000001,Standard,10's,9.38,Active
PROD000516,BRD000708,GEN000708,COMP000001,Standard,10's,19.69,Active
PROD000517,BRD000709,GEN000709,COMP000001,Standard,1 ml,5.63,Active
PROD000518,BRD000710,GEN000710,COMP000001,Standard,2 ml,11.25,Active
PROD000519,BRD000712,GEN000712,COMP000001,Standard,60 ml,19.69,Active
PROD000520,BRD000713,GEN000713,COMP000001,Standard,10's,12.38,Active
PROD000521,BRD000715,GEN000715,COMP000001,Standard,50 GM,22.69,Active
PROD000522,BRD000717,GEN000717,COMP000001,Standard,10's,35.06,Active
PROD000523,BRD000718,GEN000718,COMP000001,Standard,10's,15.47,Active
PROD000524,BRD000720,GEN000720,COMP000001,Standard,500 ml in FFS Bottle,24.75,Active
PROD000525,BRD000722,GEN000722,COMP000001,Standard,5 ml,1.41,Active
PROD000526,BRD000723,GEN000723,COMP000001,Standard,10 ml,1.88,Active
PROD000527,BRD000725,GEN000725,COMP000001,Standard,500 ml,18.75,Active
PROD000528,BRD000726,GEN000726,COMP000001,Standard,500 ml,15.47,Active
PROD000529,BRD000728,GEN000728,COMP000001,Standard,500 ml,18.75,Active
PROD000530,BRD000732,GEN000732,COMP000001,Standard,100 ml IV Fluid Plastic Container,14.06,Active
PROD000531,BRD000733,GEN000733,COMP000001,Standard,10's,152.81,Active
PROD000532,BRD000734,GEN000734,COMP000001,Standard,10's,65.63,Active
PROD000533,BRD000736,GEN000736,COMP000001,Standard,10's,131.25,Active
PROD000534,BRD000739,GEN000739,COMP000001,Standard,6's,32.81,Active
PROD000535,BRD000740,GEN000740,COMP000001,Standard,10's,76.88,Active
PROD000536,BRD000741,GEN000741,COMP000001,Standard,10's,27.19,Active
PROD000537,BRD000746,GEN000746,COMP000001,Standard,10's,1740.0,Active
PROD000538,BRD000747,GEN000747,COMP000001,Standard,10's,6.81,Active
PROD000539,BRD000748,GEN000748,COMP000001,Standard,10's,8.25,Active
PROD000540,BRD000752,GEN000752,COMP000001,Standard,100 gm Powder,62.39,Active
PROD000541,BRD000753,GEN000753,COMP000001,Standard,15 ml,26.25,Active
PROD000542,BRD000754,GEN000754,COMP000001,Standard,15 gm,12.38,Active
PROD000543,BRD000757,GEN000757,COMP000001,Standard,Vial & Wfi,65.63,Active
PROD000544,BRD000759,GEN000759,COMP000001,Standard,15's,19.28,Active
PROD000545,BRD000762,GEN000762,COMP000001,Standard,10's,15.0,Active
PROD000546,BRD000764,GEN000764,COMP000001,Standard,10's,10.21,Active
PROD000547,BRD000766,GEN000766,COMP000001,Standard,10's,55.31,Active
PROD000548,BRD000767,GEN000767,COMP000001,Standard,10's,37.43,Active
PROD000549,BRD000768,GEN000768,COMP000001,Standard,10's,18.0,Active
PROD000550,BRD000769,GEN000769,COMP000001,Standard,14's,7.5,Active
PROD000551,BRD000772,GEN000772,COMP000001,Standard,2 ml,23.44,Active
PROD000552,BRD000779,GEN000779,COMP000001,Standard,10's,49.5,Active
PROD000553,BRD000781,GEN000781,COMP000001,Standard,10's,13.13,Active
PROD000554,BRD000784,GEN000784,COMP000001,Standard,10's,29.06,Active
PROD000555,BRD000785,GEN000785,COMP000001,Standard,15's,9.08,Active
PROD000556,BRD000786,GEN000786,COMP000001,Standard,10's,6.81,Active
PROD000557,BRD000788,GEN000788,COMP000001,Standard,10's,73.13,Active
PROD000558,BRD000790,GEN000790,COMP000001,Standard,14's,2.81,Active
PROD000559,BRD000791,GEN000791,COMP000001,Standard,14's,15.0,Active
PROD000560,BRD000793,GEN000793,COMP000001,Standard,14's,6.19,Active
PROD000561,BRD000796,GEN000796,COMP000001,Standard,10's,16.5,Active
PROD000562,BRD000797,GEN000797,COMP000001,Standard,2.5 ML,22.03,Active
PROD000563,BRD000800,GEN000800,COMP000001,Standard,10 gm Powder,23.44,Active
PROD000564,BRD000804,GEN000804,COMP000001,Standard,1 ml,2.81,Active
PROD000565,BRD000806,GEN000806,COMP000001,Standard,10's,128.44,Active
PROD000566,BRD000807,GEN000807,COMP000001,Standard,3 ml Catridge,181.5,Active
PROD000567,BRD000809,GEN000809,COMP000001,Standard,Vial,928.13,Active
PROD000568,BRD000811,GEN000811,COMP000001,Standard,5 ml,61.88,Active
PROD000569,BRD000812,GEN000812,COMP000001,Standard,10's,82.5,Active
PROD000570,BRD000814,GEN000814,COMP000001,Standard,4's,159.38,Active
PROD000571,BRD000815,GEN000815,COMP000001,Standard,10's,27.84,Active
PROD000572,BRD000816,GEN000816,COMP000001,Standard,10's,26.25,Active
PROD000573,BRD000817,GEN000817,COMP000001,Standard,10's,14.75,Active
PROD000574,BRD000818,GEN000818,COMP000001,Standard,10 ml,4.69,Active
PROD000575,BRD000821,GEN000821,COMP000001,Standard,10's,7.94,Active
PROD000576,BRD000829,GEN000829,COMP000001,Standard,5 gm,15.94,Active
PROD000577,BRD000830,GEN000830,COMP000001,Standard,10's,14.06,Active
PROD000578,BRD000832,GEN000832,COMP000001,Standard,10's,14.75,Active
PROD000579,BRD000833,GEN000833,COMP000001,Standard,15 ml,25.31,Active
PROD000580,BRD000834,GEN000834,COMP000001,Standard,15 ml,18.75,Active
PROD000581,BRD000835,GEN000835,COMP000001,Standard,10's,79.69,Active
PROD000582,BRD000837,GEN000837,COMP000001,Standard,10's,20.42,Active
PROD000583,BRD000838,GEN000838,COMP000001,Standard,10's,68.07,Active
PROD000584,BRD000840,GEN000840,COMP000001,Standard,10's,207.28,Active
PROD000585,BRD000844,GEN000844,COMP000001,Standard,10's,9.08,Active
PROD000586,BRD000850,GEN000850,COMP000001,Standard,5's,120.0,Active
PROD000587,BRD000851,GEN000851,COMP000001,Standard,VIAL,176.25,Active
PROD000588,BRD000853,GEN000853,COMP000001,Standard,vial,204.0,Active
PROD000589,BRD000860,GEN000860,COMP000001,Standard,50 ml,21.56,Active
PROD000590,BRD000864,GEN000864,COMP000001,Standard,100 ml,11.25,Active
PROD000591,BRD000865,GEN000865,COMP000001,Standard,10's,42.19,Active
PROD000592,BRD000866,GEN000866,COMP000001,Standard,2 ML,7.5,Active
PROD000593,BRD000868,GEN000868,COMP000001,Standard,2 ml,3.75,Active
PROD000594,BRD000875,GEN000875,COMP000001,Standard,10's,23.44,Active
PROD000595,BRD000878,GEN000878,COMP000001,Standard,10's,18.75,Active
PROD000596,BRD000879,GEN000879,COMP000001,Standard,10's,7.5,Active
PROD000597,BRD000881,GEN000881,COMP000001,Standard,10's,18.75,Active
PROD000598,BRD000882,GEN000882,COMP000001,Standard,30's,510.0,Active
PROD000599,BRD000885,GEN000885,COMP000001,Standard,21's,30.0,Active
PROD000600,BRD000888,GEN000888,COMP000001,Standard,10's,20.63,Active
PROD000601,BRD000889,GEN000889,COMP000001,Standard,10's,35.07,Active
PROD000602,BRD000897,GEN000897,COMP000001,Standard,120 MDI,271.88,Active
PROD000603,BRD000899,GEN000899,COMP000001,Standard,10's,28.88,Active
PROD000604,BRD000900,GEN000900,COMP000001,Standard,10's,37.43,Active
PROD000605,BRD000901,GEN000901,COMP000001,Standard,10's,28.36,Active
PROD000606,BRD000904,GEN000904,COMP000001,Standard,10's,18.15,Active
PROD000607,BRD000906,GEN000906,COMP000001,Standard,30's,51.57,Active
PROD000608,BRD000910,GEN000910,COMP000001,Standard,Vial and solvent,215.0,Active
PROD000609,BRD000912,GEN000912,COMP000001,Standard,10's,5.63,Active
PROD000610,BRD000913,GEN000913,COMP000001,Standard,Vial,20.0,Active
PROD000611,BRD000915,GEN000915,COMP000001,Standard,10's,7.22,Active
PROD000612,BRD000916,GEN000916,COMP000001,Standard,10's,210.94,Active
PROD000613,BRD000917,GEN000917,COMP000001,Standard,10's,4.69,Active
PROD000614,BRD000920,GEN000920,COMP000001,Standard,3 ml Catridge,170.0,Active
PROD000615,BRD000922,GEN000922,COMP000001,Standard,100 ML bottle,40.0,Active
PROD000616,BRD000923,GEN000923,COMP000001,Standard,10's,8.25,Active
PROD000617,BRD000924,GEN000924,COMP000001,Standard,50's,42.19,Active
PROD000618,BRD000926,GEN000926,COMP000001,Standard,15 gm Tube,20.42,Active
PROD000619,BRD000931,GEN000931,COMP000001,Standard,10's,41.25,Active
PROD000620,BRD000933,GEN000933,COMP000001,Standard,10's,69.38,Active
PROD000621,BRD000934,GEN000934,COMP000001,Standard,10's,435.0,Active
PROD000622,BRD000935,GEN000935,COMP000001,Standard,10's,31.88,Active
PROD000623,BRD000936,GEN000936,COMP000001,Standard,1's,1687.5,Active
PROD000624,BRD000938,GEN000938,COMP000001,Standard,5 ml,65.63,Active
PROD000625,BRD000939,GEN000939,COMP000001,Standard,10's,52.5,Active
PROD000626,BRD000944,GEN000944,COMP000001,Standard,200 Mdi,77.81,Active
PROD000627,BRD000945,GEN000945,COMP000001,Standard,10's,10.31,Active
PROD000628,BRD000946,GEN000946,COMP000001,Standard,20g,10.31,Active
PROD000629,BRD000947,GEN000947,COMP000001,Standard,10's,18.75,Active
PROD000630,BRD000948,GEN000948,COMP000001,Standard,10's,10.31,Active
PROD000631,BRD000949,GEN000949,COMP000001,Standard,10's,12.38,Active
PROD000632,BRD000951,GEN000951,COMP000001,Standard,200 ml,50.63,Active
PROD000633,BRD000954,GEN000954,COMP000001,Standard,10's,24.38,Active
PROD000634,BRD000955,GEN000955,COMP000001,Standard,60 ml,10.31,Active
PROD000635,BRD000956,GEN000956,COMP000001,Standard,4's,106.88,Active
PROD000636,BRD000957,GEN000957,COMP000001,Standard,10's,23.44,Active
PROD000637,BRD000960,GEN000960,COMP000001,Standard,10's,20.42,Active
PROD000638,BRD000965,GEN000965,COMP000001,Standard,15 gm Tube,23.44,Active
PROD000639,BRD000968,GEN000968,COMP000001,Standard,10's,28.13,Active
PROD000640,BRD000972,GEN000972,COMP000001,Standard,10's,180.0,Active
PROD000641,BRD000974,GEN000974,COMP000001,Standard,10's,62.81,Active
PROD000642,BRD000975,GEN000975,COMP000001,Standard,10's,61.88,Active
PROD000643,BRD000976,GEN000976,COMP000001,Standard,10's,16.5,Active
PROD000644,BRD000978,GEN000978,COMP000001,Standard,5 ml,61.88,Active
PROD000645,BRD000986,GEN000986,COMP000001,Standard,10's,8.44,Active
PROD000646,BRD000987,GEN000987,COMP000001,Standard,10's,18.15,Active
PROD000647,BRD000990,GEN000990,COMP000001,Standard,10's,9.08,Active
PROD000648,BRD000991,GEN000991,COMP000001,Standard,10's,6.81,Active
PROD000649,BRD000992,GEN000992,COMP000001,Standard,10's,17.53,Active
PROD000650,BRD000993,GEN000993,COMP000001,Standard,30 ml,14.06,Active
PROD000651,BRD000994,GEN000994,COMP000001,Standard,Vial,445.31,Active
PROD000652,BRD000997,GEN000997,COMP000001,Standard,Vial,506.25,Active
PROD000653,BRD000999,GEN000999,COMP000001,Standard,10's,60.0,Active
PROD000654,BRD001003,GEN001003,COMP000001,Standard,30 gm,22.5,Active
PROD000655,BRD001005,GEN001005,COMP000001,Standard,30's,15.94,Active
PROD000656,BRD001008,GEN001008,COMP000001,Standard,0.5 ml Ampoule,10.31,Active
PROD000657,BRD001009,GEN001009,COMP000001,Standard,10's,9.08,Active
PROD000658,BRD001011,GEN001011,COMP000001,Standard,100 ml,60.94,Active
PROD000659,BRD001012,GEN001012,COMP000001,Standard,10's,17.53,Active
PROD000660,BRD001024,GEN001024,COMP000001,Standard,2 ml,2.81,Active
PROD000661,BRD001026,GEN001026,COMP000001,Standard,10's,5.68,Active
PROD000662,BRD001029,GEN001029,COMP000001,Standard,10's,0.0,Active
PROD000663,BRD001031,GEN001031,COMP000001,Standard,10's,60.94,Active
PROD000664,BRD001032,GEN001032,COMP000001,Standard,10's,34.03,Active
PROD000665,BRD001037,GEN001037,COMP000001,Standard,Vial,278.44,Active
PROD000666,BRD001038,GEN001038,COMP000001,Standard,Vial,215.63,Active
PROD000667,BRD001041,GEN001041,COMP000001,Standard,10's,13.41,Active
PROD000668,BRD001042,GEN001042,COMP000001,Standard,10's,8.44,Active
PROD000669,BRD001044,GEN001044,COMP000001,Standard,10's,13.62,Active
PROD000670,BRD001049,GEN001049,COMP000001,Standard,10's,18.57,Active
PROD000671,BRD001050,GEN001050,COMP000001,Standard,10's,20.63,Active
PROD000672,BRD001051,GEN001051,COMP000001,Standard,10's,14.06,Active
PROD000673,BRD001059,GEN001059,COMP000001,Standard,10's,17.53,Active
PROD000674,BRD001060,GEN001060,COMP000001,Standard,10's,20.63,Active
PROD000675,BRD001062,GEN001062,COMP000001,Standard,28's in a bottle,4125.0,Active
PROD000676,BRD001068,GEN001068,COMP000001,Standard,100 ml,63.75,Active
PROD000677,BRD001072,GEN001072,COMP000001,Standard,10's,22.69,Active
PROD000678,BRD001073,GEN001073,COMP000001,Standard,10's,30.94,Active
PROD000679,BRD001074,GEN001074,COMP000001,Standard,10's,23.72,Active
PROD000680,BRD001075,GEN001075,COMP000001,Standard,10's,20.63,Active
PROD000681,BRD001076,GEN001076,COMP000001,Standard,10's,183.75,Active
PROD000682,BRD001081,GEN001081,COMP000001,Standard,10's,9.38,Active
PROD000683,BRD001087,GEN001087,COMP000001,Standard,10's,6.81,Active
PROD000684,BRD001088,GEN001088,COMP000001,Standard,10's,22.69,Active
PROD000685,BRD001091,GEN001091,COMP000001,Standard,Vial,45.0,Active
PROD000686,BRD001097,GEN001097,COMP000001,Standard,30's,15.0,Active
PROD000687,BRD001098,GEN001098,COMP000001,Standard,10's,14.44,Active
PROD000688,BRD001099,GEN001099,COMP000001,Standard,10's,17.02,Active
PROD000689,BRD001104,GEN001104,COMP000001,Standard,Vial,165.0,Active
PROD000690,BRD001105,GEN001105,COMP000001,Standard,10's,18.57,Active
PROD000691,BRD001106,GEN001106,COMP000001,Standard,10's,32.9,Active
PROD000692,BRD001108,GEN001108,COMP000001,Standard,4's,10.32,Active
PROD000693,BRD001110,GEN001110,COMP000001,Standard,10's,15.47,Active
PROD000694,BRD001111,GEN001111,COMP000001,Standard,10's,56.72,Active
PROD000695,BRD001112,GEN001112,COMP000001,Standard,10's,7.94,Active
PROD000696,BRD001114,GEN001114,COMP000001,Standard,5 ml,14.75,Active
PROD000697,BRD001123,GEN001123,COMP000001,Standard,10's,51.56,Active
PROD000698,BRD001124,GEN001124,COMP000001,Standard,10's,69.38,Active
PROD000699,BRD001125,GEN001125,COMP000001,Standard,10's,13.13,Active
PROD000700,BRD001129,GEN001129,COMP000001,Standard,10's,30.94,Active
PROD000701,BRD001130,GEN001130,COMP000001,Standard,10's,41.25,Active
PROD000702,BRD001131,GEN001131,COMP000001,Standard,10's,117.19,Active
PROD000703,BRD001135,GEN001135,COMP000001,Standard,10's,46.88,Active
PROD000704,BRD001149,GEN001149,COMP000001,Standard,15's,21.56,Active
PROD000705,BRD001152,GEN001152,COMP000001,Standard,10's,14.06,Active
PROD000706,BRD001154,GEN001154,COMP000001,Standard,30's,17.0,Active
PROD000707,BRD001156,GEN001156,COMP000001,Standard,7's,12.0,Active
PROD000708,BRD001157,GEN001157,COMP000001,Standard,10's,14.06,Active
PROD000709,BRD001162,GEN001162,COMP000001,Standard,20 gm,9.28,Active
PROD000710,BRD001164,GEN001164,COMP000001,Standard,2 ml,37.5,Active
